title,price,square_meters,rooms,interior_state,postal_code,neighborhood,url,unique_id
For rent: Flat Dordtselaan in Rotterdam,1750,100,4,Furnished,3073 GG,Bloemhof,https://www.pararius.com/apartment-for-rent/rotterdam/5b6d1e55/dordtselaan,1750-3073 GG-100
For rent: Flat Voorschoterlaan 78 2 in Rotterdam,2700,100,3,Furnished,3062 KS,Kralingen Oost,https://www.pararius.com/apartment-for-rent/rotterdam/862507e2/voorschoterlaan,2700-3062 KS-100
For rent: Flat Prinsenlaan in Rotterdam,2500,112,3,Furnished,3066 KE,Prinsenland,https://www.pararius.com/apartment-for-rent/rotterdam/1e830e84/prinsenlaan,2500-3066 KE-112
For rent: Flat Eendrachtsweg in Rotterdam,1750,50,1,Furnished,3012 LG,Cool,https://www.pararius.com/apartment-for-rent/rotterdam/c9671568/eendrachtsweg,1750-3012 LG-50
For rent: Flat Calandstraat in Rotterdam,2340,83,3,Furnished,3016 CB,Nieuwe Werk,https://www.pararius.com/apartment-for-rent/rotterdam/35908ce8/calandstraat,2340-3016 CB-83
For rent: Flat Vignolahof 14 in Rotterdam,2450,96,4,Furnished,3066 AV,Prinsenland,https://www.pararius.com/apartment-for-rent/rotterdam/b1cf9462/vignolahof,2450-3066 AV-96
For rent: Flat Piet Smitkade in Rotterdam,1795,116,3,Furnished,3077 MJ,Oud IJsselmonde,https://www.pararius.com/apartment-for-rent/rotterdam/5cdfa096/piet-smitkade,1795-3077 MJ-116
For rent: Flat Oudedijk in Rotterdam,1750,60,1,Furnished,3061 AB,Kralingen West,https://www.pararius.com/apartment-for-rent/rotterdam/54242e43/oudedijk,1750-3061 AB-60
For rent: Flat Oudedijk in Rotterdam,1650,65,1,Furnished,3061 AB,Kralingen West,https://www.pararius.com/apartment-for-rent/rotterdam/38d81a79/oudedijk,1650-3061 AB-65
For rent: Flat Weissenbruchlaan in Rotterdam,2295,84,3,Furnished,3054 LN,Hillegersberg Noord,https://www.pararius.com/apartment-for-rent/rotterdam/53432659/weissenbruchlaan,2295-3054 LN-84
For rent: Flat Scheepmakerspassage 109 in Rotterdam,2950,120,3,Furnished,3011 VH,Stadsdriehoek,https://www.pararius.com/apartment-for-rent/rotterdam/1160fe2f/scheepmakerspassage,2950-3011 VH-120
For rent: Room Schieweg in Rotterdam,750,15,1,Furnished,3038 AX,Bergpolder,https://www.pararius.com/room-for-rent/rotterdam/38c186f5/schieweg,750-3038 AX-15
For rent: House Bottelaarstraat 14 in Rotterdam,2500,135,6,Furnished,3071 JD,Feijenoord,https://www.pararius.com/house-for-rent/rotterdam/bbd09c91/bottelaarstraat,2500-3071 JD-135
For rent: House Willem Nagellaan 2 in Rotterdam,4200,250,6,,3054 BX,Hillegersberg Noord,https://www.pararius.com/house-for-rent/rotterdam/66022e66/willem-nagellaan,4200-3054 BX-250
For rent: Flat Stadhoudersplein 123 in Rotterdam,1850,63,3,Furnished,3038 EA,Bergpolder,https://www.pararius.com/apartment-for-rent/rotterdam/18febb50/stadhoudersplein,1850-3038 EA-63
For rent: Flat Witte de Withstraat in Rotterdam,1395,45,1,Furnished,3012 BT,Cool,https://www.pararius.com/apartment-for-rent/rotterdam/7e0e5798/witte-de-withstraat,1395-3012 BT-45
For rent: House Piet van de Polsingel in Rotterdam,2750,130,6,Furnished,3056 AK,Terbregge,https://www.pararius.com/house-for-rent/rotterdam/55d69df1/piet-van-de-polsingel,2750-3056 AK-130
For rent: Flat 's-Gravenweg in Rotterdam,4300,65,3,Furnished,3065 SC,'s-Gravenland,https://www.pararius.com/apartment-for-rent/rotterdam/fcce011c/s-gravenweg,4300-3065 SC-65
For rent: Flat 's-Gravenweg in Rotterdam,3800,65,2,Furnished,3065 SC,'s-Gravenland,https://www.pararius.com/apartment-for-rent/rotterdam/dfedc9f5/s-gravenweg,3800-3065 SC-65
For rent: Flat Van Bijlandtplaats in Rotterdam,2407,110,4,Upholstered,3012 GA,Cool,https://www.pararius.com/apartment-for-rent/rotterdam/c8a5fa9b/van-bijlandtplaats,2407-3012 GA-110
For rent: Flat Eendrachtsweg in Rotterdam,1675,30,1,Furnished,3012 LG,Cool,https://www.pararius.com/apartment-for-rent/rotterdam/fe9693f8/eendrachtsweg,1675-3012 LG-30
For rent: Flat Witte de Withstraat in Rotterdam,1295,50,1,Furnished,3012 BT,Cool,https://www.pararius.com/apartment-for-rent/rotterdam/c343e628/witte-de-withstraat,1295-3012 BT-50
For rent: Flat Wilhelminakade in Rotterdam,3500,136,4,Furnished,3072 AP,Kop van Zuid,https://www.pararius.com/apartment-for-rent/rotterdam/c8b6c71f/wilhelminakade,3500-3072 AP-136
For rent: Flat Jufferstraat in Rotterdam,3000,109,3,Upholstered,3011 XM,Stadsdriehoek,https://www.pararius.com/apartment-for-rent/rotterdam/54364df0/jufferstraat,3000-3011 XM-109
For rent: Flat Oudedijk in Rotterdam,1425,25,1,Furnished,3061 AB,Kralingen West,https://www.pararius.com/apartment-for-rent/rotterdam/031eb4cf/oudedijk,1425-3061 AB-25
For rent: Flat Weena in Rotterdam,2995,65,1,Furnished,3014 DA,Cs Kwartier,https://www.pararius.com/apartment-for-rent/rotterdam/a9ccc133/weena,2995-3014 DA-65
For rent: Flat Witte de Withstraat in Rotterdam,1395,50,1,Furnished,3012 BT,Cool,https://www.pararius.com/apartment-for-rent/rotterdam/1ac194b8/witte-de-withstraat,1395-3012 BT-50
For rent: Flat Ochterveltstraat in Rotterdam,2250,70,2,Furnished,3015 XL,Oude Westen,https://www.pararius.com/apartment-for-rent/rotterdam/d6724f0d/ochterveltstraat,2250-3015 XL-70
For rent: Flat Maasboulevard 196 in Rotterdam,2500,105,3,Furnished,3011 TX,Stadsdriehoek,https://www.pararius.com/apartment-for-rent/rotterdam/8a967c9e/maasboulevard,2500-3011 TX-105
For rent: Flat Witte de Withstraat in Rotterdam,1800,40,1,Furnished,3012 BN,Cool,https://www.pararius.com/apartment-for-rent/rotterdam/a9a32681/witte-de-withstraat,1800-3012 BN-40
For rent: Flat Witte de Withstraat in Rotterdam,1800,45,1,Furnished,3012 BN,Cool,https://www.pararius.com/apartment-for-rent/rotterdam/17e0ec4f/witte-de-withstraat,1800-3012 BN-45
Appartement Zuidplein in Rotterdam,2250,87,3,Gestoffeerd,3083 CX,Zuidplein,https://www.huurwoningen.com/huren/rotterdam/1466645/zuidplein/,2250-3083 CX-87
Huis Epicurusstraat in Rotterdam,964,45,3,,3076 NG,Lombardijen,https://www.huurwoningen.com/huren/rotterdam/1470222/epicurusstraat/,964-3076 NG-45
Appartement Diogenesstraat in Rotterdam,945,60,3,,3076 AB,Lombardijen,https://www.huurwoningen.com/huren/rotterdam/1447379/diogenesstraat/,945-3076 AB-60
Kamer Donkerslootstraat in Rotterdam,475,15,1,Gemeubileerd,3074 WL,Hillesluis,https://www.huurwoningen.com/huren/rotterdam/1470397/donkerslootstraat/,475-3074 WL-15
Appartement Boompjes in Rotterdam,1875,94,1,,3011 XB,Stadsdriehoek,https://www.huurwoningen.com/huren/rotterdam/1470028/boompjes/,1875-3011 XB-94
Appartement Van Oldenbarneveltplaats in Rotterdam,1415,85,3,,3012 AH,Cool,https://www.huurwoningen.com/huren/rotterdam/1470047/van-oldenbarneveltplaats/,1415-3012 AH-85
Appartement Van der Hoevenplein in Rotterdam,1323,83,3,,3072 MK,Kop van Zuid,https://www.huurwoningen.com/huren/rotterdam/1470042/van-der-hoevenplein/,1323-3072 MK-83
Appartement Boompjes in Rotterdam,2160,99,2,,3011 XB,Stadsdriehoek,https://www.huurwoningen.com/huren/rotterdam/1470111/boompjes/,2160-3011 XB-99
Appartement Boompjes in Rotterdam,1670,90,2,,3011 XB,Stadsdriehoek,https://www.huurwoningen.com/huren/rotterdam/1470035/boompjes/,1670-3011 XB-90
Appartement Bas Paauwestraat in Rotterdam,1600,88,3,,3077 MP,Oud IJsselmonde,https://www.huurwoningen.com/huren/rotterdam/1470154/bas-paauwestraat/,1600-3077 MP-88
Appartement Gedempte Zalmhaven in Rotterdam,1570,105,2,,3011 BT,Stadsdriehoek,https://www.huurwoningen.com/huren/rotterdam/1470447/gedempte-zalmhaven/,1570-3011 BT-105
Huis Essenburgsingel in Rotterdam,1600,138,6,,3021 AP,Middelland,https://www.huurwoningen.com/huren/rotterdam/1470412/essenburgsingel/,1600-3021 AP-138
